"","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","nodename","nodenum","density","metric","term","std.error"
"36",-7.68012820512821,10.7948717948718,18.475,-2.90527619111966,0.00495572356208396,67.5673069221728,-12.9557830734617,-2.40447333679471,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.05,"degree",NA,NA
"37",-9.81666666666666,12.3333333333333,22.15,-3.40321033858389,0.001122261668364,67.7300138121511,-15.5730746989675,-4.06025863436586,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.06,"degree",NA,NA
"38",-11.2358974358974,14.5641025641026,25.8,-3.53687917058781,0.000733046541638943,68.2381179435961,-17.5746685968092,-4.8971262749857,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.07,"degree",NA,NA
"39",-12.1589743589744,16.6410256410256,28.8,-3.55261385973729,0.000692516928074785,69.072965192929,-18.9866325264218,-5.33131619152693,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.08,"degree",NA,NA
"40",-13.2044871794872,18.8205128205128,32.025,-3.65962928605445,0.000480532325254469,71.3676066721089,-20.3982895059068,-6.01068485306752,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.09,"degree",NA,NA
"41",-14.2237179487179,21.0512820512821,35.275,-3.7593070280206,0.000343968551683256,71.9092319676527,-21.7663514156986,-6.68108448173731,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.1,"degree",NA,NA
"42",-14.7865384615385,23.5384615384615,38.325,-3.6947708281951,0.000423766021076211,72.5980170727346,-22.7632924487838,-6.80978447429311,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.11,"degree",NA,NA
"43",-15.8358974358974,25.5641025641026,41.4,-3.83618807151138,0.000262908425336697,73.0868656980201,-24.0628835874607,-7.60891128433418,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.12,"degree",NA,NA
"44",-16.975,28,44.975,-3.95339564788151,0.00017588254970462,73.2932201485686,-25.5319088423298,-8.41809115767024,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.13,"degree",NA,NA
"45",-18.4698717948718,30.2051282051282,48.675,-4.12162651739045,9.83370679489503e-05,72.9131763005016,-27.4010885659264,-9.53865502381719,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.14,"degree",NA,NA
"46",-19.9192307692308,32.2307692307692,52.15,-4.25981624966605,6.05699892458181e-05,72.4687784176622,-29.2397907528103,-10.5986707856512,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.15,"degree",NA,NA
"47",-19.9487179487179,35.0512820512821,55,-4.07948291233723,0.000113508670862186,73.3065102490876,-29.6938101588964,-10.2036257385395,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.16,"degree",NA,NA
"48",-21.0583333333333,37.6666666666667,58.725,-4.14761609510142,8.88057249472296e-05,73.8067590394389,-31.1753426250017,-10.9413240416649,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.17,"degree",NA,NA
"49",-21.3730769230769,40.0769230769231,61.45,-4.13594537913622,9.27573037079606e-05,73.6067802258225,-31.670738523634,-11.0754153225198,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.18,"degree",NA,NA
"50",-21.8596153846154,42.6153846153846,64.475,-4.1410200132872,9.05540122840687e-05,74.1427918224629,-32.3775168985261,-11.3417138707047,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.19,"degree",NA,NA
"51",-22.925,45,67.925,-4.21829604150425,6.82075801777546e-05,74.8695132215189,-33.7517049267704,-12.0982950732296,"Welch Two Sample t-test","two.sided","Left Superior Medial Gyrus",202,0.2,"degree",NA,NA
"52",-4.24423076923077,6.23076923076923,10.475,-3.0053355247957,0.00367868194815189,70.0968310198891,-7.06077012486974,-1.4276914135918,"Welch Two Sample t-test","two.sided","Right Anterior Cingulate Cortex",122,0.03,"degree",NA,NA
"53",-8.60448717948718,14.8205128205128,23.425,-3.03546681598842,0.00335012194496032,71.389406812987,-14.2560852897418,-2.95288906923257,"Welch Two Sample t-test","two.sided","Right Anterior Cingulate Cortex",122,0.07,"degree",NA,NA
"54",-6.02692307692308,4.92307692307692,10.95,-3.35683244677091,0.00132106548035047,64.9879554160418,-9.61263640328201,-2.44120975056414,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.04,"degree",NA,NA
"55",-7.71602564102564,6.35897435897436,14.075,-3.58864860935728,0.000635853231971889,65.4329373744815,-12.009573521421,-3.42247776063025,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.05,"degree",NA,NA
"56",-8.69487179487179,8.2051282051282,16.9,-3.51744062681928,0.000793342931950214,66.0779721847027,-13.6301332961832,-3.75961029356041,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.06,"degree",NA,NA
"57",-9.72307692307692,10.0769230769231,19.8,-3.55378056984325,0.00068908672561882,69.2306777982625,-15.1808856951585,-4.26526815099536,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.07,"degree",NA,NA
"58",-11.4820512820513,11.7179487179487,23.2,-3.7566894925286,0.000353481597037209,69.8270171936266,-17.5781703971497,-5.38593216695286,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.08,"degree",NA,NA
"59",-13.1237179487179,14.0512820512821,27.175,-3.82378882014428,0.000278516791080208,71.361507730129,-19.9665784085683,-6.28085748886757,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.09,"degree",NA,NA
"60",-14.5980769230769,16.0769230769231,30.675,-3.86900284619884,0.00023635152005734,72.5729106625528,-22.1185702601781,-7.07758358597572,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.1,"degree",NA,NA
"61",-15.7948717948718,18.2051282051282,34,-3.85003324467402,0.000250466265435878,73.2610074514749,-23.9707089344678,-7.61903465527575,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.11,"degree",NA,NA
"62",-16.6314102564103,20.7435897435897,37.375,-3.77131067879776,0.000325207993846727,73.7717899031725,-25.4189418536754,-7.8438786591451,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.12,"degree",NA,NA
"63",-18.1570512820513,22.7179487179487,40.875,-3.85589069965269,0.00024378828767532,74.049452073872,-27.539659812941,-8.77444275116154,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.13,"degree",NA,NA
"64",-19.5538461538462,24.8461538461538,44.4,-3.90384239842248,0.000206366277156347,74.3721325533459,-29.5334114033136,-9.57428090437866,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.14,"degree",NA,NA
"65",-21.3173076923077,27.3076923076923,48.625,-4.03998909070882,0.000127575481794438,75.332876786819,-31.828023967657,-10.8065914169584,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.15,"degree",NA,NA
"66",-22.5070512820513,29.7179487179487,52.225,-4.07785695922129,0.000111885833513023,75.173741191575,-33.5017103250172,-11.5123922390853,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.16,"degree",NA,NA
"67",-23.9275641025641,31.8974358974359,55.825,-4.15708616677589,8.44642518831881e-05,75.265157993126,-35.3931430599219,-12.4619851452063,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.17,"degree",NA,NA
"68",-25.0692307692308,34.2307692307692,59.3,-4.13386688261148,9.12567794522977e-05,75.7287715571309,-37.1481374726237,-12.9903240658378,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.18,"degree",NA,NA
"69",-26.0807692307692,36.7692307692308,62.85,-4.11501636487105,9.68932906567288e-05,76.3751066015738,-38.7028887296535,-13.458649731885,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.19,"degree",NA,NA
"70",-27.0910256410256,39.3589743589744,66.45,-4.10432705430073,0.00010061814497165,76.3887697048599,-40.2361801384833,-13.945871143568,"Welch Two Sample t-test","two.sided","Right Caudate Nucleus",233,0.2,"degree",NA,NA
"71",7.88269230769231,20.3076923076923,12.425,2.99498012213997,0.00386014521185439,66.0856525614113,2.62792545887652,13.1374591565081,"Welch Two Sample t-test","two.sided","Right Inferior Temporal Gyrus",161,0.05,"degree",NA,NA
"72",-13.2538461538462,27.8461538461538,41.1,-2.94718052223416,0.00424720115791811,76.6473694006514,-22.209428296586,-4.29826401110632,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.1,"degree",NA,NA
"73",-13.8307692307692,30.7692307692308,44.6,-2.96320029517206,0.00405143227497429,76.8338647748564,-23.1252912512315,-4.53624721030693,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.11,"degree",NA,NA
"74",-14.7858974358974,33.5641025641026,48.35,-3.01298582822009,0.00350066921071208,76.9452964087207,-24.557870815952,-5.01392405584287,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.12,"degree",NA,NA
"75",-15.7185897435897,36.2564102564103,51.975,-3.05815329154647,0.00306238484459817,76.9985664880559,-25.9534332035877,-5.48374628359183,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.13,"degree",NA,NA
"76",-16.1775641025641,38.8974358974359,55.075,-3.00787546522799,0.00355356451948795,76.9545124042506,-26.8874322060331,-5.46769599909507,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.14,"degree",NA,NA
"77",-17.1141025641026,41.4358974358974,58.55,-3.04287091204662,0.00320447482433289,76.9932109257201,-28.3135851889749,-5.91461993923027,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.15,"degree",NA,NA
"78",-18.3589743589744,43.6410256410256,62,-3.18225605067297,0.00210816268639858,76.9782702270888,-29.8469101167134,-6.87103860123534,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.16,"degree",NA,NA
"79",-18.6737179487179,46.0512820512821,64.725,-3.14025498577672,0.00239483464368614,76.9659291954403,-30.5149174056893,-6.83251849174655,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.17,"degree",NA,NA
"80",-19.4339743589744,48.6410256410256,68.075,-3.1926932582986,0.00204218424382789,76.9695341766758,-31.5548479214805,-7.31310079646825,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.18,"degree",NA,NA
"81",-20.0679487179487,51.2820512820513,71.35,-3.20236647348704,0.00198270277017224,76.9685100221654,-32.5464243486131,-7.58947308728434,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.19,"degree",NA,NA
"82",-20.6794871794872,53.8205128205128,74.5,-3.22272831857416,0.00186257043256265,76.9879666551036,-33.4569286463436,-7.90204571263076,"Welch Two Sample t-test","two.sided","Right Middle Cingulate Cortex",216,0.2,"degree",NA,NA
"83",-6.8,8,14.8,-3.19727223458968,0.00204953965882219,73.2128415680104,-11.0385245101153,-2.56147548988469,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.04,"degree",NA,NA
"84",-8.2301282051282,9.7948717948718,18.025,-3.3112532004737,0.00145459662206493,71.9405046540835,-13.1849569502743,-3.27529945998209,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.05,"degree",NA,NA
"85",-9.32692307692308,11.9230769230769,21.25,-3.23862121137934,0.00180281864135465,73.6375156050372,-15.0657294591829,-3.58811669466322,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.06,"degree",NA,NA
"86",-10.849358974359,14.025641025641,24.875,-3.29205768961055,0.00152790849869565,73.8042092423559,-17.4163072553023,-4.28241069341565,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.07,"degree",NA,NA
"87",-11.6115384615385,16.5384615384615,28.15,-3.15432718034765,0.00233186123515246,73.3953647123441,-18.9473858540896,-4.2756910689873,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.08,"degree",NA,NA
"88",-12.4064102564103,18.7435897435897,31.15,-3.0537987141351,0.00314963501823801,73.2168049648897,-20.50278754587,-4.31003296695049,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.09,"degree",NA,NA
"89",-12.7673076923077,21.3076923076923,34.075,-2.91754565095754,0.00466558099511495,74.2173860343417,-21.4863410506664,-4.048274333949,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.1,"degree",NA,NA
"90",-13.9961538461538,23.1538461538462,37.15,-3.04745622304472,0.00318527585489729,75.0458080622251,-23.1452563204776,-4.84705137183007,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.11,"degree",NA,NA
"91",-15.2455128205128,25.1794871794872,40.425,-3.18315500454484,0.00211922223516365,75.2059479414601,-24.7861276330288,-5.70489800799684,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.12,"degree",NA,NA
"92",-16.0878205128205,27.4871794871795,43.575,-3.19607768942725,0.00203383053088656,75.5950303453515,-26.1139996978943,-6.06164132774674,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.13,"degree",NA,NA
"93",-16.6782051282051,29.8717948717949,46.55,-3.15675836192707,0.00228749674976143,76.0210401238771,-27.2008273398885,-6.1555829165218,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.14,"degree",NA,NA
"94",-17.3948717948718,32.2051282051282,49.6,-3.15558231456521,0.00229683411943344,75.9037463479976,-28.3740181917245,-6.41572539801906,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.15,"degree",NA,NA
"95",-18.0621794871795,34.5128205128205,52.575,-3.15489915857034,0.00230208544382423,75.8543558831852,-29.4651002780812,-6.65925869627775,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.16,"degree",NA,NA
"96",-19.1064102564103,36.7435897435897,55.85,-3.20542740180377,0.0019719880189148,76.1018603319547,-30.9778038421421,-7.23501667067839,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.17,"degree",NA,NA
"97",-19.8762820512821,38.9487179487179,58.825,-3.24108371513161,0.00176751781192194,76.1210612162643,-32.0901067758625,-7.66245732670163,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.18,"degree",NA,NA
"98",-19.7692307692308,41.2307692307692,61,-3.1653743076404,0.00222506071337864,76.3775579964339,-32.2071557060196,-7.33130583244193,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.19,"degree",NA,NA
"99",-20.4032051282051,43.8717948717949,64.275,-3.17240476345347,0.00217904746722633,76.2759080797227,-33.211825349724,-7.59458490668626,"Welch Two Sample t-test","two.sided","Right Middle Frontal Gyrus",193,0.2,"degree",NA,NA
"100",-8.11538461538461,10.3846153846154,18.5,-2.95533625925931,0.00419183643995694,73.7025690635351,-13.5872970339015,-2.64347219686769,"Welch Two Sample t-test","two.sided","Right Putamen",229,0.04,"degree",NA,NA
"101",-5.43269230769231,3.69230769230769,9.125,-3.3510147519479,0.00152606729061645,50.764626688473,-8.68776984843595,-2.17761476694866,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.04,"degree",NA,NA
"102",-9.66217948717949,13.5128205128205,23.175,-3.0235531352942,0.00341594884984806,75.19246933406,-16.0279485609034,-3.29641041345553,"Welch Two Sample t-test","two.sided","Right Putamen",229,0.05,"degree",NA,NA
"103",-7.39423076923077,7.23076923076923,14.625,-2.93496141035797,0.00444322532418359,73.8625313791916,-12.4143247307969,-2.37413680766462,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.05,"degree",NA,NA
"104",-6.66923076923077,5.23076923076923,11.9,-3.45292100438538,0.00104599663495854,57.6111967992621,-10.536053766111,-2.80240777235052,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.05,"degree",NA,NA
"105",-11.0115384615385,16.5384615384615,27.55,-3.02719980185164,0.00338281286785263,74.9395592928564,-18.25797111054,-3.76510581253697,"Welch Two Sample t-test","two.sided","Right Putamen",229,0.06,"degree",NA,NA
"106",-8.90064102564103,8.97435897435897,17.875,-3.11661947452747,0.00260638638181187,73.8207004368979,-14.5913037085573,-3.20997834272474,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.06,"degree",NA,NA
"107",-7.74679487179487,7.12820512820513,14.875,-3.26838172918023,0.00175869070274299,62.6228165774685,-12.4838667768337,-3.009722966756,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.06,"degree",NA,NA
"108",-12.5807692307692,19.7692307692308,32.35,-2.99986607181915,0.00365203642151462,75.9116414312437,-20.9335571720678,-4.22798128947065,"Welch Two Sample t-test","two.sided","Right Putamen",229,0.07,"degree",NA,NA
"109",-10.450641025641,10.974358974359,21.425,-3.18017179489483,0.0021379490961766,75.264045851363,-16.9966859441941,-3.90459610708791,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.07,"degree",NA,NA
"110",-9.40769230769231,8.69230769230769,18.1,-3.46835618384904,0.000944905060594247,63.5960969252358,-14.827067939628,-3.98831667575661,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.07,"degree",NA,NA
"111",-11.575,13,24.575,-3.14159075285962,0.00239657971597083,75.8499883003356,-18.9134312709623,-4.23656872903766,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.08,"degree",NA,NA
"112",-10.6237179487179,10.0512820512821,20.675,-3.58915713392052,0.000633796235523646,65.6160288403469,-16.53409007162,-4.71334582581591,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.08,"degree",NA,NA
"113",-14.4262820512821,25.9487179487179,40.375,-2.89302829841728,0.0049696472969788,76.3466163259718,-24.3571636216031,-4.49540048096103,"Welch Two Sample t-test","two.sided","Right Putamen",229,0.09,"degree",NA,NA
"114",-12.6801282051282,14.7948717948718,27.475,-3.1417953830119,0.00239712332335584,75.6554358736326,-20.7190108081967,-4.64124560205968,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.09,"degree",NA,NA
"115",-11.5358974358974,11.5641025641026,23.1,-3.55255103527153,0.000702279175550626,67.3327524821852,-18.0167772077077,-5.05501766408714,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.09,"degree",NA,NA
"116",-15.2435897435897,29.2564102564103,44.5,-2.93399187463567,0.00441471629281019,76.5024977219977,-25.5902494610681,-4.89693002611138,"Welch Two Sample t-test","two.sided","Right Putamen",229,0.1,"degree",NA,NA
"117",-14.2634615384615,16.4615384615385,30.725,-3.25821248420647,0.00167639810481437,76.1450908339964,-22.9821287338923,-5.54479434303074,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.1,"degree",NA,NA
"118",-12.8166666666667,13.3333333333333,26.15,-3.6110627748787,0.00057134416937043,69.5504392598577,-19.8962835117178,-5.73704982161552,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.1,"degree",NA,NA
"119",-16.0730769230769,18.0769230769231,34.15,-3.39451292204913,0.00109474144121852,76.099593331454,-25.5034813094142,-6.64267253673965,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.11,"degree",NA,NA
"120",-14.3230769230769,15.0769230769231,29.4,-3.74110272211581,0.000370585912024982,70.3187387017033,-21.9583123025864,-6.68784154356748,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.11,"degree",NA,NA
"121",-17.4557692307692,19.7692307692308,37.225,-3.50420426653854,0.000770617857001823,76.1368982158466,-27.3767566830887,-7.53478177844975,"Welch Two Sample t-test","two.sided","Right Putamen",230,0.12,"degree",NA,NA
"122",-15.3955128205128,17.1794871794872,32.575,-3.68325559707324,0.000445729903333354,71.0669606723501,-23.7297917340296,-7.06123390699606,"Welch Two Sample t-test","two.sided","Right Putamen",231,0.12,"degree",NA,NA
